first_response,second_response,verdict,saiga_nemo_12b_gguf,vikhr-nemo-12b-instruct-r-21-09-24,meta-llama-3.1-8b-instruct-abliterated,qwen2.5-coder-7b-instruct,yandexgpt-4-pro,GigaChat-Pro,nvidia/llama-3.1-nemotron-70b-instruct,mistral-large-2407
"Для получения информации о стипендиях и порядке их назначения обратитесь к правилам, установленным в вашем университете. 

В предоставленных фрагментах из базы знаний нет информации о том, как претендовать на стипендию для студентов. Однако есть данные об отчислениях и восстановлениях, которые могут повлиять на возможность получать стипендию.

С полным перечнем документов, необходимых для подачи заявлений на отчисление или восстановление, вы можете ознакомиться на сайте университета.","Правила поведения при чрезвычайных ситуациях, таких как стихийное бедствие или карантин, могут влиять на жизнь студентов следующим образом:  

1. Если причина отсутствия студента на экзамене (зачёте) уважительная и подтверждена документально, он обязан в течение 5 рабочих дней сообщить об этом в Единый деканат. Затем, в течение трёх рабочих дней с момента получения подтверждающего документа, студент должен подать заявление.  

2. Медицинский документ, представленный студентом после получения неудовлетворительной оценки на экзамене (зачете), к рассмотрению не принимается.  

3. Уважительные причины, такие как смерть близкого родственника, природная катастрофа или стихийное бедствие, повестка для явки в суд или в правоохранительные органы, должны быть подтверждены документально в течение трех рабочих дней после неявки.  

4. Отсутствие на экзамене, вызванное обстоятельствами, связанными с работой студента (служебная командировка и т.п.), за исключением служащих в силовых ведомствах, не является уважительной причиной.  

Правила поведения в чрезвычайных ситуациях могут варьироваться в зависимости от конкретного случая. При возникновении чрезвычайной ситуации рекомендуется обратиться в соответствующие службы или организации для получения актуальной информации и рекомендаций.",True,False,False,True,True,False,False,True,True
"Справку о проживании в общежитии можно получить в Едином деканате ТюмГУ.

Для её оформления Вы можете написать на электронную почту Единого деканата ed@utmn.ru или обратиться непосредственно в Единый деканат, который находится по адресу ул. Семакова, д. 18, 3 этаж, холл. При себе необходимо иметь паспорт или студенческий билет.",Ответ не найден,True,True,True,False,True,True,False,True,True
Ответ не найден,Ответ не найден,True,True,False,True,True,False,False,True,True
"Стипендия — это материальная поддержка, которая может назначаться за успехи в учёбе и активное участие в жизни университета. 

Подробная информация о том, как получить стипендию, не указана в предоставленных фрагментах. Однако вы можете обратиться за более точными сведениями в Единый деканат (ул. Семакова, д.18, холл 3 этажа) или на электронную почту ed@utmn.ru.","Если вы не будете выполнять обязанности по добросовестному освоению образовательной программы и выполнению учебного плана, вас могут отчислить за невыполнение обязанностей по добросовестному освоению образовательной программы и выполнению учебного плана.

По вопросам отчисления рекомендуется обратиться в Единый деканат или подать заявление через личный кабинет на портале «Вместе».",True,True,False,True,True,False,True,True,True
Ответ не найден,"Чтобы получить справку о проживании в общежитии, вы можете обратиться к специалисту Единого деканата (ул. Семакова, д.18, 3 этаж, холл) и подать заявление на её получение. При себе необходимо иметь паспорт или студенческий билет.",False,True,True,False,False,False,False,False,False
"Информация о порядке получения стипендии в вашем университете может отличаться. 

Важно вовремя сдать все зачёты и экзамены, чтобы не лишиться стипендии. Также вы можете обратиться в деканат или к специалисту по стипендиальным выплатам для получения более подробной информации.

В ваших фрагментах описана процедура сдачи пропущенных контрольных мероприятий и пересдачи экзаменов в случае уважительной причины отсутствия студента. Уточните информацию в деканате или в личном кабинете на официальном сайте учебного заведения.","Вы можете получить стипендию, если не сдадите зачёт по физкультуре, но при этом у вас будет медицинская справка. Однако необходимо учитывать требования к получению стипендии, установленные в вашем учебном заведении.

Для получения точной информации рекомендуется обратиться в деканат или стипендиальную комиссию вашего учебного заведения.",False,False,True,False,False,False,False,True,False
"Академический отпуск можно получить, если вы участвуете в создании или уже создали университетский стартап. Для этого нужно подать соответствующее заявление на имя ректора ТюмГУ. Заявление вместе с копиями паспорта и СНИЛС можно подать лично в «Едином деканате» (ул.Семакова, д.18, 3 этаж, холл) или направить на электронную почту ed@utmn.ru.",Ответ не найден,True,True,True,True,True,False,False,True,True
Ответ не найден,"Для получения справки о проживании в общежитии ТюмГУ обратитесь в Единый деканат. Вы можете заказать справку об обучении, написав на почту Единого деканата (ed@utmn.ru).",False,True,True,False,False,False,False,False,True
"Академический отпуск можно получить, если вы участвуете в создании или уже создали университетский стартап. Для этого необходимо подать ректору ТюмГУ заявление с просьбой предоставить академический отпуск.

Форма заявления есть в приложении № 7 к Положению о порядке предоставления и выхода из академического отпуска и иных отпусков для обучающихся в ФГАОУ ВО «Тюменский государственный университет».

Заявление можно подать лично в «Едином деканате» по адресу ул.Семакова, д.18 (3 этаж, холл) или направить на электронную почту ed@utmn.ru.",Ответ не найден,True,True,True,False,True,False,False,True,True
"Информация о получении стипендии для студентов в предоставленных фрагментах не найдена.

Рекомендую обратиться в Единый деканат или к специалистам по стипендиальным выплатам вашего учебного заведения за подробной информацией о том, как получить стипендию.","Ответ на вопрос, где можно узнать о стипендии, содержится во фрагменте базы знаний.
Для получения справки о доходах (получении или отсутствии стипендии), размере стипендии или пособии необходимо обратиться в Сервисный центр бухгалтерии ТюмГУ: написать на почту 12222@utmn.ru или позвонить по телефону (3452) 59-76-76.  

Адрес: ул. Кирова, д. 25/1. Часы работы: пн.-чт. 09.00–17.00, пт. 09.00–16.00 (обед 12.30–13.15). Сб., вс. — выходные дни.",False,True,True,True,False,False,False,False,False
"Академический отпуск предоставляется на основании личного заявления обучающегося, в котором указываются причины отпуска.

Процедура и сроки получения академического отпуска при повторном заявлении не меняются. 

Однако, согласно предоставленной информации, вы не рассматриваете возможность получения академического отпуска, поскольку никогда ранее не отлучались от обучения. Чтобы получить академический отпуск, вам необходимо подать соответствующее заявление. При этом важно отметить, что для получения академического отпуска потребуется предоставить документы, подтверждающие причину отпуска (например, медицинские справки).

Если у вас есть дополнительные вопросы по процедуре получения академического отпуска или другим аспектам студенческой жизни, обратитесь к соответствующему специалисту в учебном заведении.","Уважаемый студент, спасибо за ваши вопросы!

**1. Противоречие в причинах:**

Для решения о предоставлении академического отпуска может потребоваться документальное подтверждение причины отсутствия на занятиях. Чтобы точно определить процедуру, необходимо обратиться в соответствующие инстанции университета и учесть даты подачи заявлений и имеющиеся документы.  

Возможно, потребуется предоставить дополнительную информацию или изменить причину в новом заявлении, чтобы оно соответствовало актуальной ситуации.

Если причина академического отпуска изменилась, это нужно отразить в новом заявлении на академический отпуск. Точный порядок действий зависит от внутренней политики учебного заведения и может потребовать дополнительной консультации с администрацией.  

**2. Логическая несостыковка:**

Если студент уже был в академическом отпуске по причине простуды и теперь снова простудился, обычно требуется предоставить медицинскую справку. Предыдущий опыт отпуска по болезни не освобождает от необходимости предоставления подтверждающих документов при повторной подаче заявления.

**3. Наводящий вопрос:** 

К сожалению, у меня нет информации о случаях, когда студентам ТюмГУ предоставлялся академический отпуск без указания причины в заявлении или без предоставления подтверждающих документов. Для получения точной информации рекомендуется обратиться к соответствующим службам вашего университета.",True,True,False,False,True,False,False,True,True
Ответ не найден,Ответ не найден,True,True,False,True,True,True,False,True,True
"Бесплатное бронирование домиков в нашем отеле не предусмотрено. Если вы заинтересованы в бронировании, я могу помочь вам выбрать подходящий домик и предоставить информацию о ценах и доступности. 😊","Для бронирования домика в нашем отеле требуется 100% предоплата за 3 дня до даты заезда. Это необходимо для гарантии вашего бронирования. Если у вас есть другие вопросы или вы хотите продолжить процесс бронирования, я готов помочь! 😊",True,False,False,False,False,False,False,True,True
"В стоимость проживания в наших домиках включены:

- Комфортабельное размещение в выбранном домике.
- Терраса и беседка с красивым видом.
- Мини-кухня с холодильником, мини-баром, чайником и посудой.
- Теплый душ и туалет.

Дополнительные услуги, такие как завтрак, барбекю, винная ванна, декорирование и туры, доступны за дополнительную плату. 😊","Завтрак не включён в стандартную стоимость проживания в наших домиках. Его можно добавить за дополнительную плату в размере 30 GEL на человека. Если вы заинтересованы в добавлении завтрака к вашему бронированию, пожалуйста, дайте знать. 😊",True,False,True,False,False,True,False,True,True
"Поздравляю с первой годовщиной свадьбы! 🎉 В Hotel  бесплатное бронирование домиков не предусмотрено, но мы можем предложить вам забронировать любой из наших домиков по стандартной цене. Для вашего особого случая вы можете заказать дополнительные услуги, такие как декорирование домика для романтического вечера за 350 GEL или винная ванна за 300 GEL, если выбранный домик оснащен джакузи.

Если вы хотите сделать ваше пребывание еще более запоминающимся, мы с удовольствием поможем организовать эти и другие услуги. 😊","Спасибо за ваш интерес к дополнительным услугам в Hotel ! Давайте разберем ваш запрос:

1. **Винная ванна и декорирование**: Винная ванна стоит 300 GEL, и эта услуга доступна только в домиках с джакузи. Декорирование домика для романтического вечера стоит 350 GEL. К сожалению, мы не можем включить стоимость декорирования в стоимость винной ванны, так как это отдельные услуги.

2. **Минимальная длина пребывания**: Для заказа винной ванны и декорирования не требуется минимальная длина пребывания, вы можете заказать эти услуги даже на одну ночь. Однако, стоимость проживания в домике с джакузи составляет 299 GEL за ночь, и это не изменится независимо от заказанных услуг.

Если у вас есть дополнительные вопросы или вы хотите продолжить с бронированием, пожалуйста, дайте знать. Мы всегда рады помочь сделать ваше пребывание особенным! 😊",True,True,True,True,True,False,False,True,True
"В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊","В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊",True,True,True,True,True,False,False,True,True
"Самым роскошным домиком в нашем отеле является ""Family house"" с сауной и джакузи. Он предлагает просторное проживание с удобствами на высшем уровне, идеально подходит для семей или групп друзей.

Для бронирования вы можете указать желаемые даты и количество гостей, и я помогу вам с оформлением брони. 😊","Бесплатное бронирование домиков в нашем отеле не предусмотрено. Самым бюджетным вариантом является ""Standard house"", стоимость которого на ближайшие выходные составляет 199 GEL за ночь. Могу помочь вам с бронированием этого домика. 😊",True,False,False,False,False,False,False,True,False
"В самом маленьком домике, ""Standard house"", могут разместиться до 4 гостей: 2 на основной кровати и 2 на дополнительной кровати на втором уровне. 😊","В нашем отеле Hotel  все домики рассчитаны минимум на двух гостей. Наименьший домик, ""Standard house"", предназначен для комфортного проживания двух человек с возможностью размещения до четырех гостей на дополнительных местах. 😊",False,True,True,False,False,False,False,True,True
"На данный момент у нас действует акция 1+1, позволяющая забронировать любой ""Premium House"" на 2 ночи с завтраком для двух гостей за 389 GEL или ""Standard"" на 2 ночи с завтраком для двух гостей за 199 GEL. Эта акция действует до 30.11.2024.

Для бронирования на неделю, пожалуйста, уточните желаемые даты и тип домика, и я предоставлю вам информацию о доступности и ценах. 😊","Цена в 199 GEL за ""Standard house"" домик указана за одну ночь. Если вы хотите забронировать на 7 ночей, стоимость составит 199 GEL умноженное на 7, что равно 1393 GEL. Это стандартная цена без учета специальных акций, кроме акции 1+1, которая действует на 2 ночи. 😊",True,False,False,False,False,False,False,True,False
"На этой неделе у нас нет специальных скидок, отличающихся от стандартных цен. Все домики предлагаются по следующим ценам:
- ""Standard house"" за 199 GEL за ночь.
- ""Premium house"" с Джакузи или Японскими бочками Фурако за 299 GEL за ночь.
- ""Family house"" с сауной и джакузи за 489 GEL за ночь.

Если вы заинтересованы в бронировании, пожалуйста, уточните даты и тип домика. 😊","Цены на ""Family house"" не снижаются на выходные; они остаются стабильными на уровне 489 GEL за ночь. Возможно, произошло недоразумение в информации. Если у вас есть другие вопросы или вы хотели бы забронировать домик, я готов помочь! 😊",True,True,False,False,True,False,False,True,True
"Цены на аренду домиков варьируются в зависимости от типа домика и даты:

- ""Standard house"" стоит 199 GEL за ночь.
- ""Premium house"" с Джакузи или Японскими бочками Фурако стоит 299 GEL за ночь.
- ""Family house"" с сауной и джакузи стоит 489 GEL за ночь.

Если вас интересует конкретная дата, я могу предоставить более точную информацию. 😊","Цена за ""Premium house"" составляет 299 GEL за ночь, и на данный момент нет специальных скидок, которые позволили бы арендовать его за 150 GEL за ночь, даже при бронировании на неделю. Если у вас есть другие вопросы или вы хотите произвести бронирование, я готов помочь! 😊",True,False,True,False,False,False,False,True,True
"На завтра, 21 ноября 2024 года, у нас доступны следующие домики:

- ""Standard house"" за 199 GEL.
- ""Premium house"" с Джакузи за 299 GEL.
- ""Premium house"" с Японскими бочками Фурако за 299 GEL.

К сожалению, ""Family house"" не доступен на завтра. Никаких специальных скидок на завтра нет, цены указаны без скидок. 😊","На завтрашний день, 21 ноября 2024 года, у нас нет специальных секретных предложений или скидок для VIP-клиентов, которые снижали бы стоимость ""Standard house"" до 99 GEL. Цена за ""Standard house"" составляет 199 GEL за ночь. Если у вас есть другие вопросы или вы хотите произвести бронирование, я готов помочь! 😊",True,True,True,False,False,False,False,True,True
"На сегодня, 21 ноября 2024 года, доступны для бронирования следующие домики в Hotel :

- ""Standard house"" с беседкой: 1 домик
- ""Premium house"" с Джакузи (вид на долину): 3 домика
- ""Premium house"" с Японскими бочками Фурако (вид на долину): 2 домика

""Family house"" с сауной и джакузи (вид на долину) сегодня не доступен. 😊","Да, ""Family house"" с сауной и джакузи доступен для бронирования на завтра, 22 ноября 2024 года. Цена за ночь составляет 489 GEL. Если вы хотите продолжить бронирование, пожалуйста, укажите количество гостей и предоставьте необходимые данные для завершения бронирования. 😊",True,False,False,False,False,False,False,True,True
"Поздравляю с первой годовщиной свадьбы! 🎉 В Hotel  бесплатное бронирование домиков не предусмотрено, но мы можем предложить вам забронировать любой из наших домиков по стандартной цене. Для вашего особого случая вы можете заказать дополнительные услуги, такие как декорирование домика для романтического вечера за 350 GEL или винная ванна за 300 GEL, если выбранный домик оснащен джакузи.

Если вы хотите сделать ваше пребывание еще более запоминающимся, мы с удовольствием поможем организовать эти и другие услуги. 😊","Спасибо за ваш запрос! Давайте разберемся с вашими вопросами:

1. Винная ванна действительно доступна за дополнительную плату в размере 300 GEL, но она доступна только в домиках с джакузи. Эта услуга включает не только использование джакузи с вином, но и подготовку ванной.

2. Что касается декорирования домика для романтического вечера, его стоимость составляет 350 GEL и это отдельная услуга, которая не включается в стоимость винной ванны. К сожалению, мы не можем предложить декорирование бесплатно в рамках стоимости винной ванны.

3. По поводу минимальной длины пребывания для заказа этих услуг: обычно нет строгих ограничений на минимальное количество ночей для бронирования дополнительных услуг, но все зависит от доступности домиков. Вы можете заказать винную ванну и декорирование даже на одну ночь, если домик доступен.

Для бронирования и уточнения всех деталей, пожалуйста, свяжитесь с нашим отделом бронирования. Мы с удовольствием поможем вам организовать идеальный романтический вечер! 😊",True,True,False,False,True,True,False,True,True
"Бесплатное бронирование домиков в Hotel  не предусмотрено. Однако мы можем предложить вам забронировать любой из наших домиков по стандартной цене. Для первой свадебной годовщины можно заказать дополнительные услуги, такие как декорирование домика для романтического вечера за 350 GEL или винная ванна за 300 GEL, если выбранный домик оснащен джакузи.

Если вы хотите сделать ваше пребывание особенно запоминающимся, мы с удовольствием поможем организовать эти и другие услуги. 😊","Спасибо за ваши вопросы! 😊

- Декорирование домика для романтического вечера действительно стоит 350 GEL, и эта услуга доступна для всех типов домиков. Однако, если на сайте указано, что при бронировании ""Люкс"" домиков на более чем 2 ночи включено бесплатное декорирование, это может быть специальным предложением, о котором я не имею информации.

- Если такое предложение действительно существует, и вы бронируете ""Люкс"" домик на 3 ночи, вам не следует платить дополнительно за декорирование. В таком случае, если вы уже оплатили эту услугу, вам следует обратиться в службу поддержки отеля для возврата средств.

Я рекомендую вам связаться с администрацией отеля по телефону или электронной почте, чтобы уточнить условия акции и обсудить возможность возврата средств, если это применимо. Это поможет избежать любых недоразумений и гарантировать, что вы получите все полагающиеся вам услуги. 😊",False,False,True,False,False,False,False,False,True
"Поздравляю с первой годовщиной свадьбы! 🎉 В Hotel  бесплатное бронирование домиков не предусмотрено, но мы можем предложить вам забронировать любой из наших домиков по стандартной цене. Для вашего особого случая вы можете заказать дополнительные услуги, такие как декорирование домика для романтического вечера за 350 GEL или винная ванна за 300 GEL, если выбранный домик оснащен джакузи.

Если вы хотите сделать ваше пребывание еще более запоминающимся, мы с удовольствием поможем организовать эти и другие услуги. 😊","Спасибо за ваш интерес к дополнительным услугам в Hotel ! Давайте разберем ваш запрос:

1. **Винная ванна и декорирование**: Винная ванна стоит 300 GEL, и эта услуга доступна только в домиках с джакузи. Декорирование домика для романтического вечера стоит 350 GEL. К сожалению, мы не можем включить стоимость декорирования в стоимость винной ванны, так как это отдельные услуги.

2. **Минимальная длина пребывания**: Для заказа винной ванны и декорирования не требуется минимальная длина пребывания, вы можете заказать эти услуги даже на одну ночь. Однако, стоимость проживания в домике с джакузи составляет 299 GEL за ночь, и это не изменится независимо от заказанных услуг.

Если у вас есть дополнительные вопросы или вы хотите продолжить с бронированием, пожалуйста, дайте знать. Мы всегда рады помочь сделать ваше пребывание особенным! 😊",True,True,True,False,True,False,False,True,True
"На ближайшие выходные доступны следующие варианты люксовых домиков:

- **Premium house с Джакузи**: 299 GEL за ночь. Доступно 3 домика.
- **Premium house с Японскими бочками Фурако**: 299 GEL за ночь. Доступно 3 домика.
- **Family house с сауной и джакузи**: 489 GEL за ночь. Доступен 1 домик.

Хотели бы вы забронировать один из этих домиков? 😊","Нет, цены на люксовые домики не снижены до бесплатного уровня на выходные. Цены на ""Premium house"" с Джакузи или Японскими бочками Фурако составляют 299 GEL, а ""Family house"" с сауной и джакузи - 489 GEL за ночь. 😊",True,True,True,True,False,False,False,True,True
"В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊","В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊",True,True,True,True,True,True,False,True,True
"В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊","1. В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи.

2. Анализ ответа LLM: Ответ точно и полно описывает количество и типы доступных для бронирования домиков в Hotel , предоставляя четкую и полезную информацию.

3. Все 10 домиков в Hotel  доступны для бронирования, нет домиков, которые были бы недоступны для бронирования на текущий момент.",True,True,True,False,True,False,False,True,True
"До 30.11.2024 у нас действует акция 1+1: вы можете забронировать любой ""Premium House"" на 2 ночи с завтраком для двух гостей за 389 GEL или ""Standard"" на 2 ночи с завтраком для двух гостей за 199 GEL. Эта акция действует, если дата заезда гостя не позднее 30.11.2024. 😊","У нас нет ""Super Luxe"" домика в нашем ассортименте. Мы предлагаем ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. Могу предложить вам подходящий вариант из этих домиков. 😊",True,True,True,False,False,False,False,True,True
"Здравствуйте! Рады, что вы выбрали Hotel  для отдыха. Для компании из трех человек я бы порекомендовал ""Premium house"" с Джакузи или Японскими бочками Фурако. Эти домики предлагают прекрасный вид на долину и идеально подходят для комфортного отдыха.

К сожалению, бесплатный ужин не входит в стандартные услуги отеля, но мы можем организовать ужин в нашем ресторане ""Shuaguli"" за дополнительную плату. Также мы можем украсить ваш домик для празднования дня рождения за дополнительную плату в 350 GEL, что создаст особую атмосферу для праздника.

Если у вас есть другие пожелания или вопросы, не стесняйтесь обращаться. Мы с удовольствием поможем сделать ваш отдых незабываемым! 😊","Здравствуйте! Рад помочь вам с уточнениями:

1. **Анализ и подтверждение**: Да, вы правильно поняли. ""Premium house"" с Джакузи или Японскими бочками Фурако предлагает вид только на долину. В нашем отеле нет домиков с видом на лес. Эти домики идеально подходят для наслаждения видами на долину и звездное небо.

2. **Противоречивый вопрос**: Мы стремимся предоставить нашим гостям незабываемые впечатления, однако организация живого выступления известных музыкантов, таких как Нино Катамадзе или Стефане Мгебришвили, требует отдельных договоренностей и может влечь за собой значительные дополнительные расходы. К сожалению, мы не можем предложить такую услугу бесплатно, даже при продлении бронирования. Однако мы можем помочь вам организовать музыкальное выступление за дополнительную плату, если вы заинтересованы.

Если у вас есть другие пожелания или вопросы, или если вы хотите обсудить возможные альтернативы для создания особой атмосферы на день рождения, пожалуйста, дайте знать. Мы всегда готовы помочь вам организовать идеальное празднование! 😊🎉",True,False,True,False,False,False,False,True,True
"Цены на аренду домиков варьируются в зависимости от типа домика:

- ""Standard house"" стоит 199 GEL за ночь.
- ""Premium house"" с Джакузи или Японскими бочками Фурако стоит 299 GEL за ночь.
- ""Family house"" с сауной и джакузи стоит 489 GEL за ночь.

Для недельного проживания:
- ""Standard house"" будет стоить 199 GEL x 7 ночей = 1393 GEL.
- ""Premium house"" будет стоить 299 GEL x 7 ночей = 2093 GEL.
- ""Family house"" будет стоить 489 GEL x 7 ночей = 3423 GEL.

Если вас интересует бронирование на конкретные даты, я могу проверить доступность и предоставить точную информацию. 😊","1. Цена за аренду ""Family house"" составляет 489 GEL за ночь, и мы не предлагаем снижение цены до 400 GEL за ночь. Это фиксированная стоимость, которая обеспечивает высокий уровень удобства и услуг.

2. При бронировании на месяц, цена за ""Family house"" остается 489 GEL за ночь. Мы стараемся предложить лучшие условия для наших гостей, но цена 300 GEL за ночь значительно ниже стандартной ставки и не может быть предложена. 😊",True,False,False,False,False,False,False,False,True
"Наши самые популярные домики для пар в Hotel  - это ""Premium house"" с Японскими бочками Фурако и ""Premium house"" с Джакузи. Оба типа предлагают романтический вид на долину и звёздное небо, идеально подходя для пар. 😊","Самыми бюджетными вариантами в нашем отеле являются ""Standard house"" домики. Они предлагают уютные условия с террасой и беседкой, откуда открывается прекрасный вид на долину и звёздное небо. 😊",True,True,False,False,False,False,False,True,True
"На новогодние праздники у нас действует стандартная цена без специальных скидок:
- ""Premium house"" с Джакузи или Японскими бочками Фурако за 299 GEL за ночь.
- ""Family house"" с сауной и джакузи за 489 GEL за ночь.

Если вы хотите забронировать один из этих домиков или уточнить дополнительную информацию, пожалуйста, дайте знать. 😊","На новогодние праздники для бронирования ""Premium house"" действуют стандартные цены в размере 299 GEL за ночь. К сожалению, на данный момент нет дополнительных скидок на этот период. Если у вас есть другие вопросы или вы хотите произвести бронирование, я готов помочь! 😊",True,True,True,True,True,False,False,True,True
